coords,nb_x,nb_y,likelihood,nt_x,nt_y,likelihood,adam_x,adam_y,likelihood,nb_ad_x,nb_ad_y,nt_ad_x,nt_ad_y
153,149.8013916,220.2031555,1,150.0608063,255.4885254,1,196.2607269,346.3591614,1,46.45933533,126.1560059,46.19992065,90.87063599
154,150.2777557,219.692276,1,150.4130096,255.2256775,1,196.439209,346.3865051,1,46.16145325,126.6942291,46.02619934,91.16082764
155,150.7982941,219.3044891,1,150.8837738,255.1072998,1,196.5340576,346.4125977,1,45.73576355,127.1081085,45.65028381,91.30529785
156,151.5780487,218.5818024,1,151.6898346,254.3800964,1,196.5146332,346.4725342,1,44.93658447,127.8907318,44.82479858,92.09243774
157,152.3052216,218.4243622,1,152.3757935,253.929718,1,196.6143646,346.6251221,1,44.30914307,128.2007599,44.23857117,92.69540405
158,152.7823639,218.0731812,1,152.8624725,253.7097931,1,196.7756042,346.7538147,1,43.99324036,128.6806335,43.91313171,93.04402161
159,152.9304352,218.0181732,1,152.8901672,253.7230988,1,196.7670135,346.885498,1,43.83657837,128.8673248,43.87684631,93.16239929
160,152.8962555,218.175293,1,152.7281799,253.9205322,1,196.8207397,346.9319763,1,43.92448425,128.7566833,44.09255981,93.01144409
161,151.9638214,219.6350555,1,152.1748352,254.8630981,1,196.8169556,346.9117737,1,44.85313416,127.2767181,44.64212036,92.04867554
162,150.1418915,220.814209,1,150.5033722,256.5872192,1,196.5479584,346.9773865,1,46.40606689,126.1631775,46.04458618,90.39016724
163,148.3158722,222.161911,1,148.2206726,258.3218384,1,196.6935272,346.8372192,1,48.37765503,124.6753082,48.47285461,88.51538086
164,146.9073486,222.1347198,1,146.7433014,258.3000793,1,196.3100586,346.6229553,1,49.40270996,124.4882355,49.5667572,88.32287598
165,146.542099,221.4624481,1,146.2924194,257.7796021,1,196.0932007,346.6854858,1,49.55110168,125.2230377,49.80078125,88.90588379
166,147.5939178,220.6539612,1,146.8050232,256.9793091,1,196.0454712,346.7194824,1,48.45155334,126.0655212,49.240448,89.74017334
167,148.5345459,219.5397491,1,148.8385468,255.4614258,1,196.0609741,346.5137329,1,47.52642822,126.9739838,47.22242737,91.05230713
168,149.750824,217.3989258,1,149.7281647,254.1016846,1,196.168457,346.5080872,1,46.41763306,129.1091614,46.44029236,92.40640259
169,151.3788605,216.3794098,1,151.4624176,251.9529114,1,196.8486481,346.7175293,1,45.4697876,130.3381195,45.38623047,94.76461792
170,152.5845947,215.3987579,1,153.154953,251.0606689,1,197.2404327,346.8274231,1,44.65583801,131.4286652,44.08547974,95.76675415
171,153.4880524,214.892807,1,154.6522217,250.6761627,1,197.2894592,346.6637878,1,43.80140686,131.7709808,42.63723755,95.98762512
172,154.1415405,214.9286652,1,155.1372986,251.0014954,1,197.8558197,346.8493958,1,43.71427917,131.9207306,42.71852112,95.84790039
173,154.733429,215.3493042,1,155.2983856,251.2452545,1,198.6233826,346.9952087,1,43.88995361,131.6459045,43.32499695,95.74995422
174,154.0974426,216.8262329,1,155.7296448,251.796875,1,199.7556763,347.5013123,1,45.65823364,130.6750793,44.02603149,95.70443726
175,152.8930206,217.7376556,1,154.9322205,253.1470184,1,200.1877136,347.9843445,1,47.29469299,130.2466888,45.25549316,94.83732605
176,151.5896912,218.3609467,1,153.3411255,254.6768799,1,200.4389038,348.27005,1,48.84921265,129.9091034,47.09777832,93.59317017
177,150.287323,219.7854614,1,152.611084,255.7163391,1,200.5173492,348.2796936,1,50.23002625,128.4942322,47.90626526,92.56335449
178,149.8508301,220.0593567,1,151.945343,256.2997437,1,200.364563,348.5516052,1,50.51373291,128.4922485,48.41921997,92.25186157
179,150.0350952,219.9558563,1,151.9942627,256.1737061,1,200.0163574,348.5950928,1,49.98126221,128.6392365,48.02209473,92.42138672
180,150.6910095,219.3072052,1,153.1934357,256.0170288,1,201.3183289,349.1903381,1,50.62731934,129.8831329,48.12489319,93.17330933
181,150.9619141,218.717392,1,153.6157532,255.1392517,1,200.9530792,349.291748,1,49.99116516,130.5743561,47.33732605,94.15249634
182,151.9573822,217.7741089,1,154.3107605,254.1033783,1,200.6060944,349.0071716,1,48.64871216,131.2330627,46.29533386,94.90379333
183,152.3450165,217.4628601,1,154.7812042,253.8530579,1,200.3549957,348.7963257,1,48.00997925,131.3334656,45.5737915,94.94326782
184,152.7334747,217.0041809,1,155.1336823,253.4724426,1,200.1695251,348.5907593,1,47.43605042,131.5865784,45.0358429,95.11831665
185,153.701416,215.9951324,1,155.5497437,252.3875732,1,200.1674194,348.6078491,1,46.46600342,132.6127167,44.61767578,96.22027588
186,154.7148285,215.0080261,1,156.0923004,251.3553619,1,200.0993958,348.3328247,1,45.38456726,133.3247986,44.00709534,96.97746277
187,155.4950409,213.1151581,1,156.7268677,250.3539276,1,199.8718262,348.2640991,1,44.37678528,135.148941,43.1449585,97.91017151
188,156.2298279,211.6425934,1,157.7561493,249.6137848,1,199.9430542,348.3283691,1,43.71322632,136.6857758,42.18690491,98.71458435
189,157.355072,210.2722321,1,159.5664673,248.2249603,1,199.8600769,348.3310547,1,42.50500488,138.0588226,40.29360962,100.1060944
190,158.5395813,208.7708435,1,160.5672913,247.8562622,1,200.2085266,348.5091553,1,41.66894531,139.7383118,39.64123535,100.6528931
191,160.2669067,208.0806122,1,162.1017914,246.5823822,1,200.6634216,348.2559204,1,40.39651489,140.1753082,38.56163025,101.6735382
192,161.1693115,206.5022278,1,163.3366089,245.383255,1,200.5902252,348.2098999,1,39.4209137,141.7076721,37.25361633,102.8266449
193,162.0433807,206.1461334,1,163.9224091,244.4180145,1,200.8269501,348.2037964,1,38.78356934,142.057663,36.90454102,103.7857819
194,162.0504456,205.7926941,1,164.188858,243.0029602,1,201.1976929,348.3349609,1,39.14724731,142.5422668,37.00883484,105.3320007
195,162.0824738,205.8903198,1,164.0902863,243.5238037,1,201.116272,348.1981812,1,39.03379822,142.3078613,37.02598572,104.6743774
196,160.879837,207.2292938,1,163.098465,245.59375,1,201.7391663,348.0401611,1,40.85932922,140.8108673,38.64070129,102.4464111
197,158.7234497,209.4276123,1,159.5943451,247.5461731,1,201.3083954,347.789917,1,42.58494568,138.3623047,41.71405029,100.2437439
198,154.9916992,211.5948639,1,155.8316345,249.1249542,1,200.8225403,347.6142273,1,45.83084106,136.0193634,44.99090576,98.48927307
199,151.9675598,211.6611176,1,152.4837341,249.5627899,1,200.9631958,347.3601379,1,48.99563599,135.6990204,48.47946167,97.79734802
200,150.7131805,210.8523102,1,150.9236908,249.0402222,1,200.7200623,347.249115,1,50.00688171,136.3968048,49.79637146,98.20889282
201,150.974762,209.7523956,1,150.6512451,248.3780212,1,200.2574005,347.2643738,1,49.28263855,137.5119781,49.6061554,98.88635254
202,151.1383667,208.552887,1,150.8303375,246.9992676,1,200.0068817,347.1894226,1,48.86851501,138.6365356,49.17654419,100.190155
203,151.2853851,208.2012634,1,151.6438141,246.1647644,1,200.1355133,346.9794617,1,48.85012817,138.7781982,48.49169922,100.8146973
204,151.2970581,207.6351013,1,152.0000763,245.5727081,1,200.1632996,346.8843689,1,48.86624146,139.2492676,48.16322327,101.3116608
205,151.3518677,207.3680115,1,151.9584045,245.6797943,1,200.1658325,346.5587769,1,48.81396484,139.1907654,48.20742798,100.8789825
206,151.0132446,207.6990051,1,151.550827,245.8292084,1,200.3997192,346.4512024,1,49.38647461,138.7521973,48.84889221,100.621994
207,150.0796814,208.8591461,1,150.1767426,246.6993866,1,200.8340607,346.4897766,1,50.75437927,137.6306305,50.65731812,99.79039001
208,148.6737976,210.5844574,1,149.0740356,248.1065674,1,200.8020172,346.1321716,1,52.1282196,135.5477142,51.72798157,98.02560425
209,146.4819336,212.1252289,1,147.7516022,249.0643158,1,200.3907318,345.5267029,1,53.90879822,133.401474,52.63912964,96.46238708
210,146.3009491,212.4171295,1,147.1797943,249.1477356,1,200.4766846,345.5602417,1,54.17573547,133.1431122,53.29689026,96.4125061
211,146.5744324,212.2228241,1,147.8499908,249.1424561,1,200.8349457,345.7661133,1,54.26051331,133.5432892,52.98495483,96.62365723
212,147.9570923,211.6699829,1,149.1600037,248.602356,1,201.5590973,345.9909363,1,53.602005,134.3209534,52.39909363,97.38858032
213,149.5428619,211.1529083,1,150.7471924,248.2575836,1,202.4171143,346.1540833,1,52.87425232,135.0011749,51.66992188,97.89649963
214,150.6695251,210.4013062,1,152.6839447,247.551712,1,202.8729858,346.8118286,1,52.20346069,136.4105225,50.18904114,99.26011658
215,152.066864,210.9251099,1,153.9489288,247.260376,1,203.2783508,347.252655,1,51.21148682,136.3275452,49.329422,99.99227905
216,152.999115,210.7166138,1,154.9101105,247.0525208,1,203.1915741,347.4463196,1,50.19245911,136.7297058,48.28146362,100.3937988
217,153.6253967,210.3448792,1,155.3331757,246.7823029,1,202.8031006,347.664032,1,49.17770386,137.3191528,47.46992493,100.8817291
218,154.1006622,210.3056488,1,155.5434723,246.8071289,1,202.6675262,347.8131409,1,48.56686401,137.5074921,47.12405396,101.006012
219,154.3858948,210.0080109,1,155.5480652,246.6160583,1,202.5560455,347.8121033,1,48.17015076,137.8040924,47.00798035,101.1960449
220,154.9262848,209.4213867,1,155.662262,246.2889557,1,202.483551,347.8469543,1,47.55726624,138.4255676,46.82128906,101.5579987
221,155.3525085,208.9210663,1,155.7221375,245.8435059,1,202.3714905,347.7805176,1,47.01898193,138.8594513,46.64935303,101.9370117
222,155.7756348,208.1183319,1,156.4238129,245.1733246,1,202.4353943,347.565979,1,46.65975952,139.4476471,46.01158142,102.3926544
223,156.7527466,207.2723236,1,156.6839905,244.4617157,1,202.5390625,347.5817261,1,45.78631592,140.3094025,45.85507202,103.1200104
224,157.2913513,206.5948029,1,157.2322845,243.5868225,1,202.5011292,347.6118469,1,45.20977783,141.0170441,45.2688446,104.0250244
225,157.9638214,206.0188293,1,157.8507385,242.7181854,1,202.3266907,347.699585,1,44.36286926,141.6807556,44.47595215,104.9813995
226,159.0929413,205.8582306,1,158.9031525,241.9811249,1,202.4227448,347.6530151,1,43.32980347,141.7947845,43.51959229,105.6718903
227,160.1629791,205.3656769,1,160.0990906,241.4141846,1,202.5592957,347.6852112,1,42.39631653,142.3195343,42.46020508,106.2710266
228,161.2775116,204.4465485,1,161.0005798,240.524704,1,202.2622986,347.7541504,1,40.98478699,143.3076019,41.26171875,107.2294464
229,162.0821381,203.6018982,1,162.0912933,239.5260468,1,202.3969421,347.7180176,1,40.31480408,144.1161194,40.3056488,108.1919708
230,163.2707367,202.450531,1,163.4446564,238.9408417,1,202.7441406,347.7196655,1,39.47340393,145.2691345,39.29948425,108.7788239
231,164.2258301,202.2439575,1,163.9959412,238.2837524,1,202.8265991,347.4247742,1,38.60076904,145.1808167,38.83065796,109.1410217
232,164.6737061,201.7922211,1,163.8400574,237.1537628,1,202.7045898,347.1445007,1,38.03088379,145.3522797,38.86453247,109.9907379
233,164.8827515,200.9223175,1,163.8717041,235.9314423,1,202.5141754,347.1083069,1,37.63142395,146.1859894,38.64247131,111.1768646
234,164.4048309,199.5480499,1,162.8592529,234.8385925,1,201.7825317,346.7149963,1,37.37770081,147.1669464,38.92327881,111.8764038
235,162.6013641,197.9345703,1,159.9868317,232.4897919,1,201.4531708,345.8684082,1,38.85180664,147.9338379,41.46633911,113.3786163
236,160.4978638,197.569046,1,156.0497437,231.1550751,1,200.4891052,344.1544495,1,39.99124146,146.5854034,44.43936157,112.9993744
237,157.412323,196.7487793,1,152.0362091,230.6627808,1,199.3452454,343.2374878,1,41.93292236,146.4887085,47.30903625,112.574707
238,154.3044128,195.633606,1,148.4627838,229.8426666,1,197.1562958,341.5557251,1,42.85188293,145.9221191,48.69351196,111.7130585
239,152.3843994,195.0796509,1,146.1589355,228.9754486,1,196.2911987,340.7182007,1,43.90679932,145.6385498,50.13226318,111.7427521
240,150.5842285,194.2462006,1,143.7705536,227.8289642,1,195.2058716,340.1841125,1,44.62164307,145.937912,51.43531799,112.3551483
241,149.2890778,194.883194,1,142.5673676,227.1869659,1,195.0603027,339.5623474,1,45.77122498,144.6791534,52.49293518,112.3753815
242,148.1946716,195.6601868,1,141.3244781,226.8029633,1,194.9164124,339.4508362,1,46.72174072,143.7906494,53.5919342,112.6478729
243,147.2711182,196.0276794,1,140.5713654,226.4609985,1,194.6226349,339.1145325,1,47.35151672,143.086853,54.05126953,112.6535339
244,146.8187103,196.173645,1,139.9985657,226.129776,1,194.1532593,339.0432434,1,47.33454895,142.8695984,54.1546936,112.9134674
245,146.9369812,195.888443,1,139.7287445,226.0324097,1,194.109024,339.0132446,1,47.17204285,143.1248016,54.38027954,112.980835
246,146.9077759,195.4892426,1,139.42099,225.9890442,1,193.6687317,338.6625977,1,46.76095581,143.1733551,54.2477417,112.6735535
247,146.9104309,195.0750732,1,139.417511,225.425766,1,193.6027222,338.4152832,1,46.69229126,143.34021,54.18521118,112.9895172
248,146.5370178,194.5138702,1,139.1840973,225.1144409,1,193.200882,338.2573242,1,46.66386414,143.743454,54.01678467,113.1428833
249,146.7433014,194.0899811,1,139.3923187,224.2882843,1,193.2889099,337.8675537,1,46.54560852,143.7775726,53.89659119,113.5792694
250,147.3330994,193.5740051,1,139.6206512,223.5639801,1,193.3592529,337.7148438,1,46.02615356,144.1408386,53.73860168,114.1508636
251,148.2712555,193.1297607,1,140.4560394,223.3680115,1,193.4211884,337.5911255,1,45.14993286,144.4613647,52.96514893,114.223114
252,149.5912781,192.5605164,1,141.4734802,222.7323151,1,193.6341858,337.6572876,1,44.04290771,145.0967712,52.16070557,114.9249725
253,150.7922668,192.8400879,1,142.7617493,222.603363,1,193.9385834,338.0703735,1,43.14631653,145.2302856,51.17683411,115.4670105
254,151.4404297,193.405014,1,143.4906769,223.1935425,1,194.5564117,338.2650757,1,43.11598206,144.8600616,51.06573486,115.0715332
255,152.7263489,193.5008087,1,144.5104065,224.0670319,1,196.3657074,340.0848999,1,43.63935852,146.5840912,51.8553009,116.017868
256,153.2793732,193.8785858,1,146.0955505,225.2555084,1,197.3448486,340.8887939,1,44.06547546,147.0102081,51.2492981,115.6332855
257,154.8930664,195.0875092,1,147.7392731,226.5740204,1,198.5410919,342.1737366,1,43.64802551,147.0862274,50.80181885,115.5997162
258,156.322464,195.3417664,1,148.6252747,227.3563232,1,199.5719604,342.6365967,1,43.24949646,147.2948303,50.94668579,115.2802734
259,156.7928925,195.9575653,1,149.6876068,228.4482574,1,200.2309265,343.3041077,1,43.43803406,147.3465424,50.5433197,114.8558502
260,157.3648071,197.1113129,1,150.6239624,230.1735687,1,200.9978485,343.945343,1,43.63304138,146.8340302,50.37388611,113.7717743
261,157.9266052,198.1475525,1,151.4973297,230.6736908,1,202.1012421,345.4169006,1,44.17463684,147.2693481,50.60391235,114.7432098
262,158.4135132,198.354126,1,152.3418732,231.3401947,1,201.7274017,345.2017822,1,43.31388855,146.8476563,49.38552856,113.8615875
263,158.7075806,198.8829498,1,152.9711304,232.0811462,1,202.5266113,345.8591003,1,43.81903076,146.9761505,49.55548096,113.7779541
264,159.2666626,199.1959229,1,153.48349,233.1345673,1,202.1434631,345.5465088,1,42.87680054,146.3505859,48.65997314,112.4119415
265,159.9237366,199.8611603,1,153.9953613,233.5991669,1,202.3209991,345.627594,1,42.39726257,145.7664337,48.32563782,112.0284271
266,159.9755402,200.594635,1,154.4259186,234.4271698,1,202.4600677,345.6025696,1,42.48452759,145.0079346,48.03414917,111.1753998
267,160.2516022,201.1422272,1,155.2516327,234.4963074,1,203.3690338,345.7794189,1,43.11743164,144.6371918,48.11740112,111.2831116
268,160.2803497,201.9864807,1,155.9392242,235.5750885,1,203.461792,345.6940002,1,43.18144226,143.7075195,47.52256775,110.1189117
269,160.7787018,203.0746002,1,156.2973938,236.5678253,1,203.835434,345.8249207,1,43.05673218,142.7503204,47.53804016,109.2570953
270,161.2730713,203.5471802,1,156.5358124,237.3341064,1,204.1534119,345.8800964,1,42.88034058,142.3329163,47.61759949,108.54599
271,161.6402893,204.0218811,1,157.4046478,237.7874146,1,203.964035,345.67453,1,42.32374573,141.6526489,46.55938721,107.8871155
272,161.9533539,204.062439,1,158.070816,237.9177551,1,204.2480316,345.623291,1,42.29467773,141.5608521,46.17721558,107.7055359
273,162.3718262,204.5443878,1,158.2559967,238.2006073,1,204.0447693,345.494873,1,41.67294312,140.9504852,45.78877258,107.2942657
274,162.3680878,204.9759827,1,158.6016083,238.4563904,1,204.0674133,345.4128418,1,41.69932556,140.4368591,45.46580505,106.9564514
275,162.7962646,205.0163269,1,159.0779114,238.4614868,1,203.6025238,345.26474,1,40.80625916,140.2484131,44.52461243,106.8032532
276,162.9910278,205.0951691,1,159.5129089,238.5629272,1,203.7328644,345.3616638,1,40.74183655,140.2664948,44.21995544,106.7987366
277,163.4088593,205.3546753,1,160.3349304,238.8460541,1,204.3951569,345.3883362,1,40.98629761,140.0336609,44.06022644,106.5422821
278,163.9181671,205.2710876,1,160.8681335,238.8218689,1,204.4543915,345.2382202,1,40.53622437,139.9671326,43.58625793,106.4163513
279,164.214325,205.3089905,1,161.1347656,238.9162598,1,204.3322906,345.1658936,1,40.1179657,139.8569031,43.19752502,106.2496338
280,164.3521881,205.5616608,1,161.379303,239.3937988,1,204.3751373,345.2122192,1,40.02294922,139.6505585,42.99583435,105.8184204
281,164.4505463,205.9772644,1,161.3394165,240.0817261,1,204.5757141,345.272583,1,40.12516785,139.2953186,43.23629761,105.1908569
282,164.4057312,206.504715,1,161.1988831,240.8611298,1,204.2957306,344.95755,1,39.88999939,138.4528351,43.09684753,104.0964203
283,164.6041107,206.6880341,1,161.4429321,241.5387878,1,204.3434448,345.1594543,1,39.73933411,138.4714203,42.9005127,103.6206665
284,164.7169037,206.6777802,1,161.8771362,241.6480713,1,204.045639,345.0178223,1,39.32873535,138.3400421,42.16850281,103.369751
285,164.9450226,206.4508057,1,162.3365021,241.8876495,1,203.8765106,345.0519714,1,38.93148804,138.6011658,41.54000854,103.1643219
286,165.1446686,206.2956543,1,162.1437683,241.9326782,1,204.045639,345.150238,1,38.90097046,138.8545837,41.90187073,103.2175598
287,165.2615204,206.6369934,1,162.4494781,242.0903168,1,204.0867462,345.1871643,1,38.82522583,138.5501709,41.63726807,103.0968475
288,165.2719879,206.9320526,1,163.0072327,242.5255127,1,204.2310486,345.0750732,1,38.95906067,138.1430206,41.22381592,102.5495605
289,165.3341522,207.3031006,1,162.9845734,242.7245331,1,204.0264893,344.9401245,1,38.69233704,137.6370239,41.04191589,102.2155914
290,164.9578705,207.9095154,1,163.1606903,243.4616547,1,204.0167999,344.9714355,1,39.05892944,137.0619202,40.85610962,101.5097809
291,164.4391937,208.9494629,1,162.2581482,244.9084167,1,204.0683899,344.9842529,1,39.62919617,136.03479,41.8102417,100.0758362
292,162.8736877,210.2644043,1,161.0761719,246.2382507,1,203.5114746,344.5917358,1,40.63778687,134.3273315,42.43530273,98.35348511
293,161.2442932,211.1197205,1,159.9272308,246.737915,1,203.2426758,344.1558533,1,41.99838257,133.0361328,43.31544495,97.41793823
294,160.7513123,211.3043823,1,158.5783691,247.0310211,1,202.6604767,343.9563599,1,41.90916443,132.6519775,44.08210754,96.92533875
295,160.6580353,211.1955872,1,158.4764862,247.0408478,1,202.3785706,343.9647522,1,41.72053528,132.769165,43.90208435,96.92390442
296,160.6897736,211.2802582,1,158.7633209,247.1820221,1,202.2688599,343.8872681,1,41.5790863,132.6070099,43.50553894,96.70524597
297,160.9447479,211.3729706,1,159.2559662,247.1035004,1,202.1569214,343.7276917,1,41.21217346,132.3547211,42.9009552,96.62419128
298,161.3954773,211.1515656,1,159.129425,247.4130402,1,202.1621399,343.7641602,1,40.7666626,132.6125946,43.03271484,96.35112
299,161.5983582,211.1188812,1,159.1415863,247.2805023,1,201.733551,343.3005371,1,40.13519287,132.1816559,42.59196472,96.02003479
300,162.0816193,209.9497223,1,159.0917664,246.5179138,1,201.5050507,342.6927185,1,39.4234314,132.7429962,42.4132843,96.17480469
301,161.8924103,209.412323,1,158.8108368,245.9210205,1,201.6625061,342.5487976,1,39.77009583,133.1364746,42.85166931,96.6277771
302,161.9367828,209.1413727,1,158.8384705,245.2142639,1,201.4867096,342.4533081,1,39.54992676,133.3119354,42.64823914,97.23904419
303,161.8544159,208.7453308,1,159.1160126,244.716507,1,201.1757813,342.0126953,1,39.32136536,133.2673645,42.05976868,97.29618835
304,162.296051,208.3564148,1,159.0681152,244.5817413,1,200.9656982,341.7216797,1,38.66964722,133.3652649,41.89758301,97.13993835
305,162.4679108,207.9865875,1,159.1197205,244.1137848,1,200.8143463,341.5573425,1,38.34643555,133.570755,41.69462585,97.44355774
306,162.5110626,207.455719,1,158.9628754,243.915741,1,200.6388245,341.3107605,1,38.12776184,133.8550415,41.6759491,97.39501953
